5/1/2016,92.82854146
6/1/2016,93.05099822
7/1/2016,93.31751577
8/1/2016,93.33704581
9/1/2016,93.64122741
10/1/2016,93.80305105
11/1/2016,94.09300316
12/1/2016,94.59304056
1/1/2017,94.85915337
2/1/2017,95.30664664
3/1/2017,95.68476507
4/1/2017,95.98680815
5/1/2017,96.08060395
6/1/2017,96.36303056
7/1/2017,96.74779537
8/1/2017,96.80907716
9/1/2017,97.04219927
10/1/2017,97.31855641
11/1/2017,97.66095237
12/1/2017,98.15194449
1/1/2018,98.19554094
2/1/2018,98.63304973
3/1/2018,99.02436216
4/1/2018,99.00988384
5/1/2018,99.30500097
6/1/2018,99.62445843
7/1/2018,99.96476754
8/1/2018,100.0574487
9/1/2018,100.3197057
10/1/2018,100.7082182
11/1/2018,100.9483324
12/1/2018,101.5604323
1/1/2019,101.6453942
2/1/2019,102.0163067
3/1/2019,102.3701907
4/1/2019,102.9387164
5/1/2019,102.9706772
6/1/2019,103.3642727
7/1/2019,103.7550748
8/1/2019,103.8532724
9/1/2019,104.0652679
10/1/2019,104.3097621
11/1/2019,104.6562607
12/1/2019,105.2526346
1/1/2020,105.2154812
2/1/2020,105.563199
3/1/2020,105.8043126
4/1/2020,105.8671646
5/1/2020,105.9909532
5/1/2020,105.9909532
5/1/2020,105.9909532
6/1/2020,106.1060699
7/1/2020,106.2439754
8/1/2020,106.4050159
9/1/2020,106.6181588
10/1/2020,106.8099117
11/1/2020,106.9847627
12/1/2020,107.3058505
1/1/2021,107.4609549
2/1/2021,107.734
3/1/2021,108.243
4/1/2021,108.547
5/1/2021,109.002
